# cfgfile = ./initcfg/SAGA/SAGA.1903.kaiyo_k4-initcfg.ini
,SET,LN,MT,TT,ResiTT,TakeOff,Azimuth,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,ping_id
0,S01,L01,M11,2.289306,0.0,38.04676,1.04275,0.0,False,30072.395125,-27.54882,1472.77479,14.73477,176.47,0.59,-1.39,30075.74594,-26.4059,1461.6486,14.32712,177.07,-0.5,-1.1,L0100001.bin
1,S01,L01,M13,3.12669,0.0,54.85889,0.13395,0.0,False,30092.395725,-21.77888,1412.51786,14.59835,188.24,0.41,-2.13,30096.58392,-22.04731,1401.40994,14.65409,190.61,-0.1,-2.14,L0100003.bin
2,S01,L01,M14,2.702555,0.0,48.53454,19.8168,0.0,False,30093.48579,-21.94969,1409.50741,14.67781,188.93,0.15,-1.7,30097.24985,-22.08049,1399.59566,14.55542,190.82,-0.39,-2.21,L0100003.bin
3,S01,L01,M14,2.68107,0.0,48.12857,20.07188,0.0,False,30102.396135,-22.95105,1387.02049,14.75363,192.39,0.1,-1.79,30106.13871,-23.66204,1378.09326,14.58144,192.92,0.21,-1.7,L0100004.bin
4,S01,L01,M11,2.218846,0.0,35.6671,1.38823,0.0,False,30103.4862,-23.27292,1384.36298,14.65869,192.62,-0.14,-1.5,30106.766555,-23.74371,1376.7234,14.68472,193.04,0.59,-1.81,L0100004.bin
5,S01,L01,M11,2.202846,0.0,35.08994,1.30865,0.0,False,30112.396525,-25.09916,1363.76558,14.6144,193.72,0.22,-1.75,30115.66088,-26.20018,1356.439,14.53286,193.85,-0.18,-1.4,L0100005.bin
6,S01,L01,M12,2.613667,0.0,45.83255,-21.30998,0.0,False,30113.4866,-25.54011,1361.45769,14.86801,193.75,0.53,-1.37,30117.161775,-26.21364,1353.22246,14.51063,193.84,0.2,-2.18,L0100005.bin
7,S01,L01,M12,2.597042,0.0,45.48551,-21.68833,0.0,False,30122.396935,-27.80037,1341.95426,14.53236,193.56,-0.05,-1.59,30126.055485,-28.37366,1334.35573,14.57646,192.88,0.24,-1.79,L0100006.bin
8,S01,L01,M13,3.048045,0.0,53.81111,-0.04867,0.0,False,30123.487,-27.83176,1339.57097,14.38456,193.47,-0.19,-2.21,30127.59655,-28.90555,1331.13935,14.71148,192.49,-0.05,-1.27,L0100006.bin
9,S01,L01,M13,3.028385,0.0,53.53655,-0.10487,0.0,False,30132.3973,-29.60865,1321.37111,14.56202,190.92,0.26,-1.75,30136.48719,-30.27581,1313.25539,14.62758,189.79,0.21,-1.46,L0100007.bin
10,S01,L01,M14,2.61632,0.0,46.84673,20.74646,0.0,False,30133.487575,-29.78951,1319.08729,14.62714,190.65,0.07,-1.68,30137.1654,-30.42685,1311.74973,14.53852,189.44,-0.31,-1.27,L0100007.bin
11,S01,L01,M14,2.599845,0.0,46.51012,20.96256,0.0,False,30142.397795,-30.78528,1301.36238,14.50378,188.17,-0.39,-1.52,30146.059145,-30.73513,1294.26645,14.46119,187.33,-0.29,-1.72,L0100008.bin
12,S01,L01,M11,2.154316,0.0,33.23351,1.03915,0.0,False,30143.487865,-30.75861,1299.49944,14.59382,187.88,0.3,-1.6,30146.70369,-30.80854,1293.08988,14.51354,187.3,-0.15,-1.54,L0100008.bin
13,S01,L01,M11,2.141576,0.0,32.72281,1.05284,0.0,False,30152.398095,-30.86338,1282.21528,14.4981,186.72,-0.0,-2.15,30155.60118,-30.91895,1275.92794,14.41239,186.66,-0.34,-1.44,L0100009.bin
14,S01,L01,M12,2.543607,0.0,44.30799,-22.78081,0.0,False,30153.48816,-30.66873,1280.22953,14.5501,186.66,0.4,-2.43,30157.093275,-30.94092,1273.23568,14.63357,186.46,0.29,-1.03,L0100009.bin
15,S01,L01,M12,2.528692,0.0,43.96366,-23.07245,0.0,False,30162.39915,-30.63829,1262.80358,14.45684,186.44,-0.65,-1.87,30165.98935,-30.21659,1256.13455,14.59067,186.19,0.47,-2.09,L0100010.bin
16,S01,L01,M13,2.963285,0.0,52.61161,-0.14238,0.0,False,30163.48859,-30.65469,1260.86368,14.48506,186.16,-0.19,-1.53,30167.51338,-30.19752,1253.02652,14.59242,186.42,-0.12,-1.85,L0100010.bin
17,S01,L01,M13,2.9449,0.0,52.33711,-0.1236,0.0,False,30172.398885,-30.0384,1243.63622,14.64518,186.3,-0.0,-1.81,30176.40529,-29.66088,1235.95921,14.59245,186.17,0.1,-1.96,L0100011.bin
18,S01,L01,M14,2.546105,0.0,45.36665,21.89788,0.0,False,30173.48895,-29.89633,1241.51882,14.62844,186.16,0.0,-2.09,30177.09656,-29.68324,1234.54847,14.5352,186.21,-0.19,-1.75,L0100011.bin
19,S01,L01,M14,2.531055,0.0,45.03163,22.18361,0.0,False,30182.39931,-29.53439,1224.41202,14.74788,186.32,0.26,-1.37,30185.99187,-29.13029,1217.45621,14.5493,186.86,-0.0,-2.09,L0100012.bin
20,S01,L01,M11,2.099071,0.0,30.89651,1.23933,0.0,False,30183.489375,-29.31579,1222.29003,14.72499,186.61,0.15,-1.97,30186.649955,-29.07491,1216.23775,14.62208,186.91,0.14,-2.09,L0100012.bin
21,S01,L01,M11,2.087096,0.0,30.36158,1.29208,0.0,False,30192.3997,-28.95409,1205.1,14.67025,187.87,0.36,-1.43,30195.548305,-28.90079,1198.94625,14.58697,188.48,0.08,-2.0,L0100013.bin
22,S01,L01,M12,2.477067,0.0,42.72743,-24.06429,0.0,False,30193.489765,-28.924,1202.92365,14.75798,188.08,0.13,-1.7,30197.02834,-28.77771,1196.08631,14.61642,188.56,0.14,-2.27,L0100013.bin
23,S01,L01,M12,2.462407,0.0,42.36824,-24.40499,0.0,False,30202.400095,-29.26011,1185.46585,14.79337,189.27,0.41,-1.18,30205.92401,-29.30503,1178.29782,14.5205,189.52,-0.03,-1.91,L0100014.bin
24,S01,L01,M13,2.88059,0.0,51.35558,-0.1033,0.0,False,30203.49027,-29.3095,1183.15524,14.76062,189.42,-0.06,-1.47,30207.432365,-29.37964,1175.43219,14.59934,189.71,0.36,-2.04,L0100014.bin
25,S01,L01,M13,2.86173,0.0,51.06031,-0.13166,0.0,False,30212.400505,-30.10469,1165.41456,14.75593,190.05,0.24,-1.28,30216.32374,-30.32152,1157.38666,14.5289,190.33,-0.05,-1.83,L0100015.bin
26,S01,L01,M14,2.477085,0.0,43.79864,23.18097,0.0,False,30213.490465,-30.26843,1163.14747,14.68118,190.2,-0.0,-1.27,30217.029055,-30.38809,1155.98758,14.56528,190.26,-0.03,-1.84,L0100015.bin
27,S01,L01,M14,2.461295,0.0,43.42545,23.45579,0.0,False,30222.401195,-31.26923,1145.2979,14.6026,189.93,0.2,-1.66,30225.923995,-31.74528,1138.28225,14.63087,189.37,0.57,-1.51,L0100016.bin
28,S01,L01,M11,2.045776,0.0,28.37479,1.19789,0.0,False,30223.490945,-31.56297,1142.96979,14.52235,189.8,-0.15,-1.28,30226.59823,-31.82084,1136.85416,14.62239,189.24,0.38,-1.55,L0100016.bin
29,S01,L01,M11,2.034391,0.0,27.78485,1.13933,0.0,False,30232.401295,-32.66835,1125.13863,14.77554,188.24,0.13,-1.41,30235.497195,-32.97856,1118.79712,14.56383,187.65,-0.0,-1.53,L0100017.bin
30,S01,L01,M12,2.412832,0.0,41.08469,-25.80094,0.0,False,30233.49136,-32.78164,1122.854,14.6368,188.11,-0.13,-1.56,30236.9657,-32.98372,1116.02109,14.70383,187.38,0.72,-1.73,L0100017.bin
31,S01,L01,M12,2.398782,0.0,40.70647,-26.20738,0.0,False,30242.401675,-33.44345,1105.02644,14.73298,186.21,0.28,-1.4,30245.861965,-33.71633,1097.96479,14.64759,185.42,-0.0,-1.34,L0100018.bin
32,S01,L01,M13,2.796615,0.0,49.98664,-0.25993,0.0,False,30243.49164,-33.56229,1102.7886,14.76437,186.0,0.1,-1.39,30247.34976,-33.62686,1095.05505,14.70167,185.13,0.38,-1.65,L0100018.bin
33,S01,L01,M13,2.778165,0.0,49.67293,-0.26674,0.0,False,30252.402075,-33.67022,1084.88499,14.65293,183.45,0.27,-1.46,30256.241745,-33.71604,1077.14085,14.68251,182.06,-0.11,-1.16,L0100019.bin
34,S01,L01,M14,2.408275,0.0,42.08775,24.53047,0.0,False,30253.49214,-33.61366,1082.64839,14.67756,183.1,0.04,-1.56,30256.96192,-33.65704,1075.68428,14.65245,181.72,-0.14,-1.23,L0100019.bin
35,S01,L01,M14,2.394225,0.0,41.7141,24.91521,0.0,False,30262.40243,-32.88506,1064.85193,14.64893,179.74,-0.03,-1.45,30265.85816,-32.34509,1058.11586,14.68176,178.8,0.21,-1.12,L0100020.bin
36,S01,L01,M11,1.996466,0.0,25.68779,1.24029,0.0,False,30263.4926,-32.75906,1062.6214,14.58017,179.26,-0.36,-1.13,30266.550575,-32.16232,1056.71911,14.61014,178.7,0.11,-1.2,L0100020.bin
37,S01,L01,M11,1.986366,0.0,25.09495,1.49588,0.0,False,30272.392915,-30.29147,1045.35939,14.66414,178.57,0.31,-1.73,30275.44079,-29.47541,1039.19002,14.54776,179.06,-0.35,-1.61,L0100021.bin
38,S01,L01,M12,2.349357,0.0,39.31521,-27.44391,0.0,False,30273.482875,-29.99678,1043.24012,14.70862,178.78,0.3,-1.72,30276.89374,-28.89903,1036.62606,14.72208,179.1,0.39,-1.9,L0100021.bin
39,S01,L01,M12,2.335117,0.0,38.89601,-27.73457,0.0,False,30282.39318,-27.28705,1025.86511,14.68388,179.96,0.15,-1.76,30285.789805,-26.26646,1019.37576,14.59874,180.82,0.36,-1.53,L0100022.bin
40,S01,L01,M13,2.71571,0.0,48.56095,-0.02419,0.0,False,30283.48335,-26.90969,1023.64525,14.59396,180.21,-0.17,-1.84,30287.260565,-25.767,1016.2647,14.47197,181.51,-0.37,-1.66,L0100022.bin
41,S01,L01,M13,2.698605,0.0,48.23947,0.07124,0.0,False,30292.393655,-24.3832,1006.6374,14.75727,184.28,0.17,-2.14,30296.153765,-23.62503,999.3423,14.52989,186.02,-0.42,-2.26,L0100023.bin
42,S01,L01,M14,2.34895,0.0,40.49142,26.57256,0.0,False,30293.483615,-24.25011,1004.59187,14.67905,184.88,0.21,-1.93,30296.89407,-23.57309,997.90168,14.46693,186.29,-0.47,-2.08,L0100023.bin
43,S01,L01,M14,2.33638,0.0,40.13082,26.99782,0.0,False,30302.394035,-23.25348,987.77005,14.66926,187.93,-0.02,-1.67,30305.79192,-22.95885,981.43986,14.6384,188.78,0.03,-2.14,L0100024.bin
44,S01,L01,M11,1.953791,0.0,23.01164,2.3467,0.0,False,30303.483995,-23.26812,985.81192,14.70987,188.16,0.16,-1.5,30306.499295,-22.92332,980.11248,14.62111,189.01,-0.0,-2.17,L0100024.bin
45,S01,L01,M11,1.945061,0.0,22.41628,2.41237,0.0,False,30312.394395,-23.30708,969.16288,14.63427,190.7,0.19,-2.04,30315.400965,-23.59028,963.58333,14.61825,191.27,0.01,-1.86,L0100025.bin
46,S01,L01,M12,2.290867,0.0,37.5143,-29.0391,0.0,False,30313.48446,-23.43059,967.11693,14.62058,190.85,0.01,-1.85,30316.836835,-23.83844,960.94156,14.67662,191.55,0.06,-1.77,L0100025.bin
47,S01,L01,M12,2.279787,0.0,37.15143,-29.53751,0.0,False,30322.394885,-24.66432,950.75033,14.67631,192.24,0.26,-1.96,30325.73618,-25.3432,944.65741,14.71886,192.33,0.27,-1.47,L0100026.bin
48,S01,L01,M13,2.64083,0.0,47.12804,0.05491,0.0,False,30323.484845,-24.87001,948.59104,14.53938,192.37,-0.23,-1.86,30327.18718,-25.67682,941.85186,14.70441,192.29,0.02,-1.39,L0100026.bin
49,S01,L01,M13,2.62467,0.0,46.80457,-0.02127,0.0,False,30332.395185,-26.79789,932.27372,14.58814,192.37,-0.29,-1.54,30336.08136,-27.45709,925.49887,14.56577,192.15,-0.06,-1.59,L0100027.bin
50,S01,L01,M14,2.29092,0.0,38.79814,28.20817,0.0,False,30333.485255,-26.87521,930.34368,14.58258,192.33,-0.02,-1.76,30336.83768,-27.64778,924.15889,14.63651,192.17,0.05,-1.46,L0100027.bin
51,S01,L01,M14,2.27802,0.0,38.39909,28.53015,0.0,False,30342.395645,-28.81999,914.04329,14.67164,191.73,0.25,-1.85,30345.73517,-29.52977,907.81432,14.64253,191.47,0.1,-1.46,L0100028.bin
52,S01,L01,M11,1.916766,0.0,20.3189,2.04596,0.0,False,30343.48561,-28.94162,911.90439,14.54231,191.67,-0.05,-2.05,30346.463885,-29.69936,906.54,14.70052,191.44,0.35,-1.35,L0100028.bin
53,S01,L01,M11,1.909176,0.0,19.70795,1.89524,0.0,False,30352.39599,-30.80492,895.6362,14.81683,191.05,0.74,-2.07,30355.366675,-31.54787,889.91493,14.61291,190.62,-0.28,-1.69,L0100029.bin
54,S01,L01,M12,2.242617,0.0,35.90403,-31.4958,0.0,False,30353.486055,-31.11152,893.42514,14.73711,190.92,0.06,-1.95,30356.79018,-31.8328,887.37088,14.62638,190.59,0.14,-1.61,L0100029.bin
55,S01,L01,M12,2.232287,0.0,35.54416,-32.08489,0.0,False,30362.39637,-32.85212,877.01649,14.76036,189.72,0.23,-1.75,30365.690165,-33.31742,870.99725,14.70149,189.1,0.24,-1.77,L0100030.bin
56,S01,L01,M13,2.568665,0.0,45.63978,-0.27584,0.0,False,30363.486435,-32.91177,874.85474,14.54559,189.61,-0.26,-2.12,30367.116605,-33.8001,868.24129,14.69477,188.81,-0.07,-1.11,L0100030.bin
57,S01,L01,M13,2.552935,0.0,45.29673,-0.33666,0.0,False,30372.39683,-34.28249,858.68413,14.81901,187.61,0.3,-1.86,30376.01127,-34.69354,852.11095,14.72669,186.42,0.25,-1.59,L0100031.bin
58,S01,L01,M14,2.23454,0.0,36.98576,29.79727,0.0,False,30373.48679,-34.53703,856.61749,14.75516,187.29,-0.05,-1.51,30376.782835,-34.73975,850.68486,14.73657,186.25,0.28,-1.6,L0100031.bin
59,S01,L01,M14,2.22299,0.0,36.59777,30.24277,0.0,False,30382.397085,-34.88011,840.38823,14.72926,184.28,0.11,-1.98,30385.68158,-34.85906,834.40128,14.68972,182.68,0.23,-1.63,L0100032.bin
60,S01,L01,M11,1.884371,0.0,17.53657,1.59596,0.0,False,30383.487255,-34.94829,838.28403,14.64066,183.77,-0.24,-1.79,30386.433135,-34.90729,833.02255,14.71647,182.47,0.3,-1.41,L0100032.bin
61,S01,L01,M11,1.877966,0.0,16.92088,1.77315,0.0,False,30392.39754,-34.11439,822.27718,14.7745,180.05,0.57,-1.76,30395.337015,-33.68754,816.6902,14.63635,179.92,-0.13,-1.37,L0100033.bin
62,S01,L01,M12,2.195482,0.0,34.21941,-34.00014,0.0,False,30393.4876,-33.96296,820.2032,14.78765,180.06,0.37,-1.62,30396.74459,-33.46502,814.20863,14.65396,180.02,0.11,-1.23,L0100033.bin
63,S01,L01,M12,2.184447,0.0,33.80611,-34.47251,0.0,False,30402.397885,-32.14066,803.98652,14.69993,180.37,0.32,-1.67,30405.64384,-31.39904,797.89554,14.64648,181.19,-0.03,-1.6,L0100034.bin
64,S01,L01,M13,2.49899,0.0,44.08255,-0.24095,0.0,False,30403.488055,-31.76453,802.02128,14.78099,180.72,0.57,-2.1,30407.04855,-31.26478,795.47135,14.80034,181.65,0.29,-1.15,L0100034.bin
65,S01,L01,M13,2.4839,0.0,43.7274,-0.15652,0.0,False,30412.39834,-29.79309,785.88153,14.76095,184.17,0.5,-2.6,30415.943745,-29.67765,779.40851,14.81798,185.88,0.0,-1.8,L0100035.bin
66,S01,L01,M14,2.186675,0.0,35.32294,32.22965,0.0,False,30413.488405,-29.62609,783.78038,14.73596,184.92,0.15,-2.68,30416.736585,-29.61097,777.97038,14.73615,186.19,-0.03,-1.76,L0100035.bin
67,S01,L01,M14,2.17623,0.0,34.94597,32.75698,0.0,False,30422.39886,-29.40854,767.90389,14.67756,188.18,0.13,-1.98,30425.636595,-29.44329,762.04553,14.54307,188.79,-0.48,-2.08,L0100036.bin
68,S01,L01,M11,1.857311,0.0,14.74023,2.82609,0.0,False,30423.488815,-29.27545,766.11915,14.7829,188.44,0.53,-2.37,30426.407635,-29.60015,760.78245,14.65012,188.8,-0.28,-1.75,L0100036.bin
69,S01,L01,M11,1.851866,0.0,14.11843,2.81373,0.0,False,30432.399075,-30.1266,750.37287,14.64554,188.81,0.08,-1.94,30435.31245,-30.48279,745.2754,14.69845,188.39,-0.09,-1.52,L0100037.bin
70,S01,L01,M12,2.150747,0.0,32.44731,-36.43474,0.0,False,30433.48924,-30.20836,748.51928,14.67918,188.73,0.18,-1.94,30436.701495,-30.66781,742.98366,14.77436,188.35,0.22,-1.6,L0100037.bin
71,S01,L01,M12,2.142147,0.0,32.0937,-37.0943,0.0,False,30442.399475,-31.1057,733.09396,14.67515,186.6,0.24,-2.07,30445.60313,-31.75993,727.52096,14.75316,185.58,0.11,-1.04,L0100038.bin
72,S01,L01,M13,2.43346,0.0,42.49103,-0.23514,0.0,False,30443.489645,-31.34123,731.17286,14.74462,186.27,0.18,-1.68,30446.98461,-31.7899,725.04272,14.70592,185.12,-0.11,-1.05,L0100038.bin
73,S01,L01,M13,2.419325,0.0,42.12973,-0.2507,0.0,False,30452.39992,-31.60905,715.58784,14.73278,184.73,-0.01,-1.8,30455.88075,-31.71,709.51588,14.70446,184.94,0.08,-1.61,L0100039.bin
74,S01,L01,M14,2.14105,0.0,33.59463,34.51653,0.0,False,30453.489985,-31.69198,713.64766,14.70589,184.81,-0.14,-1.66,30456.69254,-31.80429,708.05368,14.68636,184.89,-0.0,-1.3,L0100039.bin
75,S01,L01,M14,2.13149,0.0,33.21112,35.10192,0.0,False,30462.40032,-31.62627,697.86523,14.70352,185.2,-0.32,-1.66,30465.593315,-31.61341,692.4335,14.77942,185.3,0.37,-1.7,L0100040.bin
76,S01,L01,M11,1.835301,0.0,11.94306,3.04344,0.0,False,30463.490385,-31.64463,695.99618,14.70667,185.27,-0.14,-1.61,30466.387195,-31.65572,690.88484,14.60923,185.34,-0.08,-1.55,L0100040.bin
77,S01,L01,M11,1.831141,0.0,11.30356,3.24111,0.0,False,30472.40076,-31.54814,680.15012,14.71651,185.73,-0.21,-1.59,30475.29341,-31.5399,675.136,14.83722,185.9,0.18,-1.77,L0100041.bin
78,S01,L01,M12,2.111957,0.0,30.79193,-39.43537,0.0,False,30473.49083,-31.56088,678.43695,14.833,185.77,0.51,-1.6,30476.664295,-31.56122,672.53909,14.70712,185.84,-0.44,-1.77,L0100041.bin
79,S01,L01,M12,2.103417,0.0,30.41104,-40.18969,0.0,False,30482.40111,-31.83363,662.11461,14.70034,185.66,-0.0,-1.46,30485.566035,-31.89435,656.27904,14.8375,185.59,0.29,-1.71,L0100042.bin
80,S01,L01,M13,2.36945,0.0,40.80692,-0.2768,0.0,False,30483.49118,-31.8969,659.99086,14.66921,185.61,-0.36,-1.39,30486.922135,-32.04328,653.54799,14.82619,185.45,-0.06,-1.59,L0100042.bin
81,S01,L01,M13,2.354095,0.0,40.38907,-0.30528,0.0,False,30492.40143,-32.38508,642.8519,14.60701,185.31,-0.29,-1.3,30495.81703,-32.22212,636.14852,14.69078,185.06,0.32,-1.85,L0100043.bin
82,S01,L01,M14,2.09729,0.0,31.80079,37.31388,0.0,False,30493.491595,-32.47638,640.67923,14.55537,185.13,-0.4,-1.08,30496.65039,-32.20489,634.41463,14.74328,185.07,0.26,-2.01,L0100043.bin
83,S01,L01,M14,2.08686,0.0,31.35186,38.07573,0.0,False,30502.401905,-32.57621,622.57092,14.76857,185.15,0.33,-1.73,30505.55027,-32.72349,615.7685,14.67696,185.02,-0.13,-1.7,L0100044.bin
84,S01,L01,M11,1.816771,0.0,8.85723,3.87307,0.0,False,30503.49197,-32.60184,620.20521,14.75507,185.18,0.15,-1.75,30506.37025,-32.76194,613.99708,14.60363,184.95,-0.17,-1.73,L0100044.bin
85,S01,L01,M11,1.813041,0.0,8.0669,4.08885,0.0,False,30512.402275,-33.17157,601.04335,14.87527,184.46,0.34,-1.27,30515.276825,-32.9314,594.54609,14.52017,184.27,-0.13,-2.22,L0100045.bin
86,S01,L01,M12,2.071782,0.0,28.9425,-43.37603,0.0,False,30513.49234,-33.20906,598.53675,14.66143,184.4,0.02,-1.42,30516.62563,-32.98197,591.54365,14.55076,184.18,-0.0,-2.0,L0100045.bin
87,S01,L01,M12,2.062522,0.0,28.48323,-44.44345,0.0,False,30522.402635,-33.34644,578.53598,14.57193,183.9,-0.23,-1.81,30525.526665,-33.33754,571.29514,14.62503,183.33,-0.06,-1.57,L0100046.bin
88,S01,L01,M13,2.296015,0.0,38.70674,-0.37616,0.0,False,30523.492695,-33.36829,576.10382,14.55786,183.66,-0.03,-1.64,30526.850215,-33.38854,568.35247,14.77579,183.34,0.49,-1.63,L0100046.bin
89,S01,L01,M13,2.27886,0.0,38.16692,-0.38966,0.0,False,30532.39301,-33.48321,555.53475,14.7725,183.0,0.16,-1.33,30535.733375,-33.21507,547.67569,14.81244,182.87,0.28,-2.12,L0100047.bin
90,S01,L01,M14,2.049595,0.0,29.63647,41.24083,0.0,False,30533.48318,-33.51233,552.85892,14.70647,183.05,-0.05,-1.34,30536.59428,-33.20349,545.55339,14.66588,182.83,-0.02,-2.04,L0100047.bin
91,S01,L01,M14,2.039535,0.0,29.14153,42.32357,0.0,False,30542.393415,-32.99311,531.95151,14.8161,181.86,0.08,-1.46,30545.494455,-32.56599,524.66193,14.78987,181.34,-0.06,-1.74,L0100048.bin
92,S01,L01,M11,1.802216,0.0,5.10318,6.67146,0.0,False,30543.483585,-32.80619,529.41031,14.83463,181.63,0.04,-1.7,30546.34731,-32.41501,522.62201,14.7129,181.38,-0.1,-1.99,L0100048.bin
93,S01,L01,M11,1.800016,0.0,4.22989,8.58976,0.0,False,30552.39383,-31.89227,508.24292,14.88736,181.96,0.15,-1.34,30555.255355,-31.24975,501.37843,14.72499,182.69,0.14,-2.38,L0100049.bin
94,S01,L01,M12,2.030212,0.0,26.78805,-48.58033,0.0,False,30553.4839,-31.59849,505.54321,14.7186,182.25,-0.09,-1.92,30556.57562,-31.06889,498.24546,14.80508,182.83,0.19,-2.33,L0100049.bin
95,S01,L01,M12,2.021397,0.0,26.30452,-49.90661,0.0,False,30562.39422,-31.00901,484.13421,14.74523,183.53,0.14,-1.6,30565.477125,-30.68724,476.64985,14.66957,183.28,-0.07,-2.0,L0100050.bin
96,S01,L01,M13,2.218155,0.0,36.17462,-0.27156,0.0,False,30563.484285,-30.94427,481.50015,14.68297,183.48,0.06,-1.73,30566.763945,-30.46053,473.5027,14.65367,183.3,-0.13,-2.4,L0100050.bin
97,S01,L01,M13,2.200935,0.0,35.57359,-0.26083,0.0,False,30572.39456,-30.66125,459.94392,14.70966,183.29,0.31,-1.94,30575.657,-30.54677,451.86619,14.68602,183.43,0.0,-2.08,L0100051.bin
98,S01,L01,M14,2.006115,0.0,27.43931,46.60366,0.0,False,30573.484625,-30.51053,457.25985,14.71706,183.28,0.4,-2.23,30576.552245,-30.61762,449.6811,14.70759,183.43,-0.03,-1.78,L0100051.bin
99,S01,L01,M14,1.997055,0.0,26.93697,47.93147,0.0,False,30582.395015,-30.55793,435.41475,14.8087,183.26,0.0,-1.92,30585.453575,-30.29986,427.85671,14.60464,183.19,-0.3,-2.29,L0100052.bin
100,S01,L01,M11,1.795476,0.0,1.22648,34.24285,0.0,False,30583.48508,-30.53248,432.8581,14.81673,183.25,0.25,-2.0,30586.342065,-30.28727,425.66896,14.55261,183.19,-0.3,-2.16,L0100052.bin
101,S01,L01,M11,1.795456,0.0,0.71492,82.50819,0.0,False,30592.395475,-30.0924,411.00325,14.68739,183.01,0.26,-2.28,30595.25244,-30.02761,403.96091,14.89165,182.81,0.02,-1.8,L0100053.bin
102,S01,L01,M12,1.994457,0.0,24.70082,-55.12998,0.0,False,30593.48543,-29.96313,408.31052,14.80297,182.88,0.22,-2.25,30596.541395,-30.18539,400.86728,14.83301,182.77,0.13,-1.37,L0100053.bin
103,S01,L01,M12,1.987372,0.0,24.27031,-56.78569,0.0,False,30602.395735,-29.77558,386.43893,14.84871,182.73,0.09,-1.49,30605.444615,-29.42047,378.89932,14.71614,182.86,0.07,-2.01,L0100054.bin
104,S01,L01,M13,2.142975,0.0,33.37469,-0.21971,0.0,False,30603.485905,-29.67566,383.70335,14.77575,182.79,-0.08,-1.63,30606.690385,-29.39455,375.86096,14.84366,182.9,0.22,-1.93,L0100054.bin
105,S01,L01,M13,2.126615,0.0,32.72068,-0.17767,0.0,False,30612.396255,-28.95455,361.68627,14.65504,182.97,0.0,-2.25,30615.584375,-29.13762,353.84509,14.79192,183.2,0.05,-1.25,L0100055.bin
106,S01,L01,M14,1.969005,0.0,25.31225,53.13891,0.0,False,30613.486215,-28.97374,359.05677,14.74296,182.98,0.26,-1.97,30616.516725,-29.09879,351.41973,14.68784,183.28,-0.37,-1.21,L0100055.bin
107,S01,L01,M14,1.961645,0.0,24.85998,54.77008,0.0,False,30622.39666,-28.87304,336.95656,14.78927,183.88,-0.11,-1.7,30625.41981,-28.63992,329.56626,14.68157,184.26,0.43,-2.14,L0100056.bin
108,S01,L01,M11,1.798451,0.0,3.23265,166.29525,0.0,False,30623.486615,-28.72028,334.18099,14.66217,184.08,-0.25,-2.09,30626.346575,-28.66947,327.13157,14.65631,184.41,0.15,-1.97,L0100056.bin
109,S01,L01,M11,1.800546,0.0,4.14286,169.3469,0.0,False,30632.39704,-28.70743,311.99701,14.72633,184.97,-0.1,-2.43,30635.259095,-28.6956,304.96417,14.72779,185.24,0.23,-2.47,L0100057.bin
110,S01,L01,M12,1.966302,0.0,22.87957,-63.13495,0.0,False,30633.486995,-28.61692,309.32082,14.60146,185.17,0.1,-2.75,30636.514805,-29.02299,301.75196,14.70433,185.08,-0.09,-1.37,L0100057.bin
111,S01,L01,M12,1.961497,0.0,22.5502,-65.18196,0.0,False,30642.39739,-29.22636,286.86886,14.6233,185.57,-0.33,-2.01,30645.420395,-29.31749,279.37733,14.73947,185.65,0.22,-1.92,L0100058.bin
112,S01,L01,M13,2.07161,0.0,30.33381,-0.20982,0.0,False,30643.48735,-29.15758,284.19261,14.58893,185.5,-0.11,-2.2,30646.620465,-29.53724,276.40381,14.88651,185.68,0.34,-1.55,L0100058.bin
113,S01,L01,M13,2.05645,0.0,29.61405,-0.26954,0.0,False,30652.39771,-29.87487,261.59351,14.609,185.6,-0.15,-2.01,30655.515665,-30.18579,253.79493,14.89372,185.47,0.09,-1.56,L0100059.bin
114,S01,L01,M14,1.93824,0.0,23.35821,61.01146,0.0,False,30653.48788,-29.8581,258.9411,14.69732,185.34,0.18,-2.05,30656.487625,-30.40241,251.27249,14.8166,185.28,-0.18,-1.26,L0100059.bin
115,S01,L01,M14,1.93241,0.0,22.9506,62.96112,0.0,False,30662.39819,-30.6105,236.36728,14.81925,185.14,0.0,-1.7,30665.392105,-30.88632,228.736,14.82307,185.19,0.04,-1.64,L0100060.bin
116,S01,L01,M11,1.811661,0.0,7.37415,174.69994,0.0,False,30663.48826,-30.65843,233.55467,14.80247,185.19,-0.12,-1.8,30666.36143,-31.00052,226.32689,14.79988,185.07,0.22,-1.62,L0100060.bin
117,S01,L01,M11,1.815901,0.0,8.30023,175.53978,0.0,False,30672.398615,-31.48873,211.02881,14.65156,184.55,-0.22,-1.59,30675.276025,-31.61753,203.85662,14.79022,184.24,0.3,-1.58,L0100061.bin
118,S01,L01,M12,1.948457,0.0,21.61497,-72.84316,0.0,False,30673.48868,-31.56386,208.28013,14.62354,184.39,-0.13,-1.52,30676.498645,-31.71048,200.67482,14.78236,184.23,0.08,-1.49,L0100061.bin
