# cfgfile = ./initcfg/SAGA/SAGA.1905.meiyo_m4-initcfg.ini
,SET,LN,MT,TT,ResiTT,TakeOff,Azimuth,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1,ping_id
409,S01,L03,M14,1.899365,0.0,20.45916,89.56022,0.0,False,60375.49006,-36.8309,-18.75522,12.97188,267.74,-0.33,1.85,60378.45093,-47.73835,-19.52821,12.89954,267.28,-0.05,1.69,L0300038.bin
410,S01,L03,M13,1.90242,0.0,19.82758,-5.05967,0.0,False,60384.400105,-69.14658,-21.63732,12.72755,268.89,-0.07,0.17,60387.36403,-79.89369,-22.27831,12.97957,269.43,-0.59,1.11,L0300039.bin
411,S01,L03,M11,1.891051,0.0,17.63571,-176.51337,0.0,False,60385.49013,-73.16547,-22.05372,12.73787,269.19,-0.73,0.04,60388.44269,-83.75579,-22.40344,13.17164,269.78,0.13,1.31,L0300039.bin
412,S01,L03,M14,1.86895,0.0,17.8533,90.12702,0.0,False,60394.400175,-105.36191,-23.56135,12.80176,272.33,-0.53,0.84,60397.33063,-115.9704,-23.93443,12.91125,272.86,-0.38,0.41,L0300040.bin
413,S01,L03,M12,1.987822,0.0,23.70086,-96.88714,0.0,False,60395.4902,-109.16895,-23.69911,12.95573,272.7,-0.19,0.75,60398.53953,-120.25681,-24.04116,12.96238,273.28,0.08,0.21,L0300040.bin
414,S01,L03,M11,1.895961,0.0,18.06858,-167.67259,0.0,False,60404.400245,-141.50258,-24.03295,12.96125,274.76,-0.15,-0.18,60407.357715,-152.30629,-23.38151,12.92453,275.12,-0.35,1.18,L0300041.bin
415,S01,L03,M13,1.90837,0.0,20.21353,-13.88053,0.0,False,60405.49017,-145.40865,-23.83345,13.05974,275.06,-0.03,0.19,60408.460045,-156.20639,-23.35277,12.94765,275.42,0.03,0.98,L0300041.bin
416,S01,L03,M12,2.027147,0.0,26.04326,-96.08582,0.0,False,60414.400315,-177.6206,-22.55573,12.87354,276.58,-0.02,0.62,60417.48897,-188.69707,-22.02053,13.10433,277.31,-0.08,0.42,L0300042.bin
417,S01,L03,M14,1.840205,0.0,14.85959,89.9888,0.0,False,60415.49024,-181.63256,-22.53256,12.73182,276.86,-0.47,0.24,60418.39195,-192.08331,-21.57904,13.12933,277.0,-0.45,1.15,L0300042.bin
418,S01,L03,M13,1.920305,0.0,21.11017,-21.10325,0.0,False,60424.400435,-213.74385,-20.19382,12.92312,276.58,0.08,0.53,60427.382245,-224.49829,-19.33125,12.74994,275.67,-0.32,1.26,L0300043.bin
419,S01,L03,M11,1.904541,0.0,18.76023,-158.28271,0.0,False,60425.49036,-217.59306,-19.72815,12.98872,276.38,0.29,1.12,60428.45641,-228.20052,-19.2181,12.89912,275.47,0.01,0.93,L0300043.bin
420,S01,L03,M14,1.81903,0.0,12.10949,89.08073,0.0,False,60434.40119,-249.79251,-17.9775,13.06175,273.86,0.08,1.13,60437.281725,-260.11415,-17.86975,12.9474,273.31,0.28,0.51,L0300044.bin
421,S01,L03,M12,2.074517,0.0,28.53597,-95.10734,0.0,False,60435.490385,-253.78174,-17.90831,12.89909,273.55,-0.14,0.92,60438.62641,-265.11554,-17.69961,12.83884,273.02,-0.37,0.93,L0300044.bin
422,S01,L03,M11,1.917506,0.0,19.79083,-150.70471,0.0,False,60444.400515,-286.02758,-17.38499,12.98326,271.31,0.03,0.93,60447.37953,-296.93309,-17.36154,12.90803,270.65,-0.27,1.19,L0300045.bin
423,S01,L03,M13,1.93809,0.0,22.37413,-28.36003,0.0,False,60445.49044,-289.99697,-17.399,12.97752,271.09,-0.04,0.85,60448.490035,-300.88989,-17.47555,12.88795,270.54,0.05,0.99,L0300045.bin
424,S01,L03,M12,2.121337,0.0,30.7004,-94.67231,0.0,False,60454.40051,-322.4981,-17.86079,13.07798,268.92,-0.23,2.2,60457.583355,-334.28503,-18.75135,12.87134,268.69,-0.08,1.02,L0300046.bin
425,S01,L03,M14,1.800285,0.0,8.95054,88.79021,0.0,False,60455.490535,-326.46761,-18.13474,12.99795,268.85,0.05,1.71,60458.352325,-337.10723,-18.88853,12.85998,268.67,-0.13,1.16,L0300046.bin
426,S01,L03,M13,1.95647,0.0,23.57958,-34.40525,0.0,False,60464.400595,-358.91556,-20.24725,13.03225,270.03,-0.38,1.14,60467.41857,-369.99297,-20.79242,13.02653,270.67,0.38,0.52,L0300047.bin
427,S01,L03,M11,1.939521,0.0,21.42282,-143.63102,0.0,False,60465.490625,-362.91661,-20.30971,13.17402,270.05,-0.05,1.42,60468.491655,-373.99563,-21.11558,12.87417,271.01,0.17,-0.06,L0300047.bin
428,S01,L03,M14,1.788415,0.0,6.06381,89.61358,0.0,False,60474.40061,-395.30423,-21.63971,12.97763,271.88,0.01,0.84,60477.25053,-405.93069,-22.04057,12.85513,272.16,-0.62,0.45,L0300048.bin
429,S01,L03,M12,2.176887,0.0,33.02594,-94.53198,0.0,False,60475.490745,-399.28758,-21.95257,12.93393,272.12,0.12,0.01,60478.72914,-411.20279,-21.85395,13.09632,272.28,-0.05,1.43,L0300048.bin
430,S01,L03,M11,1.962926,0.0,23.05775,-138.23153,0.0,False,60484.400715,-431.93485,-22.30777,12.8421,273.22,-0.25,0.63,60487.42515,-442.82075,-22.20672,13.06186,273.7,-0.1,1.01,L0300049.bin
431,S01,L03,M13,1.982375,0.0,25.17164,-40.25707,0.0,False,60485.49064,-435.83799,-22.28994,12.8254,273.3,-0.23,1.04,60488.53452,-446.9692,-22.13723,13.01123,273.75,-0.43,0.96,L0300049.bin
432,S01,L03,M12,2.229707,0.0,35.01098,-94.19966,0.0,False,60494.40075,-468.47719,-21.86433,12.95717,274.5,-0.32,1.14,60497.691965,-480.31807,-21.89267,12.93099,275.06,0.27,0.11,L0300050.bin
433,S01,L03,M13,2.01146,0.0,26.79796,-44.61977,0.0,False,60504.40088,-504.75219,-21.09578,12.90248,275.76,-0.64,0.7,60507.473845,-515.92021,-20.2788,13.03813,275.83,0.24,1.09,L0300051.bin
434,S01,L03,M11,1.992646,0.0,24.90303,-132.93276,0.0,False,60505.490805,-508.57804,-20.70516,13.18811,275.75,0.07,1.2,60508.54496,-519.87041,-20.43696,12.81478,276.12,0.1,0.16,L0300051.bin
435,S01,L03,M12,2.291007,0.0,37.09307,-93.73861,0.0,False,60515.4909,-544.87221,-19.13304,12.94185,276.3,0.15,0.32,60518.843415,-557.03969,-18.30746,12.91406,275.77,-0.02,0.82,L0300052.bin
436,S01,L03,M11,2.022511,0.0,26.59853,-128.77613,0.0,False,60524.4009,-577.08668,-17.11463,13.09121,275.03,0.22,1.38,60527.48492,-588.31594,-16.90672,12.96426,274.46,0.05,0.63,L0300053.bin
437,S01,L03,M13,2.048855,0.0,28.73885,-48.61474,0.0,False,60525.49093,-581.17303,-17.01271,12.93395,274.69,-0.16,1.23,60528.60129,-592.40828,-16.63915,13.06867,274.18,-0.01,0.91,L0300053.bin
438,S01,L03,M12,2.348352,0.0,38.86989,-93.34926,0.0,False,60534.4011,-613.42055,-16.10757,12.90196,273.22,-0.31,1.28,60537.81096,-625.77198,-15.96471,12.98949,272.47,-0.08,1.02,L0300054.bin
439,S01,L03,M13,2.08498,0.0,30.46019,-51.86102,0.0,False,60544.401085,-650.00317,-16.21768,12.65545,271.25,-0.43,0.27,60547.54757,-661.15197,-15.78968,13.1675,270.12,0.27,2.32,L0300055.bin
440,S01,L03,M11,2.061231,0.0,28.62662,-124.99699,0.0,False,60545.491115,-653.95732,-16.21731,12.61395,270.77,-0.81,0.86,60548.613855,-665.15502,-15.95539,13.06676,269.93,0.1,2.02,L0300055.bin
441,S01,L03,M14,1.791395,0.0,6.31006,-87.79242,0.0,False,60554.40113,-686.44711,-16.88038,12.84979,268.77,0.02,1.77,60557.25403,-696.82623,-17.83788,12.78018,269.01,-0.22,0.98,L0300056.bin
442,S01,L03,M12,2.415597,0.0,40.77333,-93.19553,0.0,False,60555.49116,-690.32332,-17.43969,12.70855,268.94,0.32,0.85,60558.968265,-703.07362,-17.94032,12.95546,269.02,-0.55,2.06,L0300056.bin
443,S01,L03,M11,2.101471,0.0,30.50891,-122.35787,0.0,False,60564.401195,-722.84624,-19.4713,12.91817,270.52,-0.32,0.95,60567.564175,-734.31913,-20.30683,12.77702,271.22,0.04,0.17,L0300057.bin
444,S01,L03,M13,2.127685,0.0,32.30208,-55.22156,0.0,False,60565.491225,-726.68989,-19.55936,13.01998,270.69,0.26,1.28,60568.680415,-738.34181,-20.58529,12.79481,271.7,-0.15,-0.21,L0300057.bin
445,S01,L03,M12,2.478237,0.0,42.38116,-93.1889,0.0,False,60574.401195,-759.0875,-21.13411,13.03373,272.68,0.06,-0.03,60577.94094,-771.83677,-21.00671,13.17739,272.82,0.68,1.13,L0300058.bin
446,S01,L03,M14,1.806615,0.0,9.51855,-89.60562,0.0,False,60575.491225,-763.27167,-21.05169,12.97359,272.5,-0.78,0.65,60578.359345,-773.36151,-21.08855,13.18414,273.0,0.79,0.83,L0300058.bin
447,S01,L03,M13,2.17026,0.0,33.97994,-57.77633,0.0,False,60584.401355,-795.31822,-21.23401,12.97637,274.02,0.16,0.81,60587.63312,-806.85531,-21.3494,13.13338,274.41,0.12,0.76,L0300059.bin
448,S01,L03,M11,2.149211,0.0,32.553,-119.75525,0.0,False,60585.49211,-799.40088,-21.38175,12.7381,274.13,-0.55,0.62,60588.70283,-810.83444,-21.10534,13.21746,274.36,-0.14,1.26,L0300059.bin
449,S01,L03,M14,1.82459,0.0,12.33251,-89.66214,0.0,False,60594.40133,-831.71731,-20.8703,12.93424,275.33,0.31,0.28,60597.287425,-841.9791,-20.82158,12.74892,275.55,-0.13,0.63,L0300060.bin
450,S01,L03,M12,2.549187,0.0,44.0885,-92.99569,0.0,False,60595.491355,-835.65641,-20.92803,12.68498,275.55,0.03,0.21,60599.10205,-848.37051,-20.31926,13.02246,275.62,-0.39,1.37,L0300060.bin
451,S01,L03,M11,2.194081,0.0,34.28314,-117.56429,0.0,False,60604.40139,-867.71629,-19.66249,13.13554,275.82,-0.14,1.22,60607.65698,-879.36018,-19.43577,12.96814,276.21,0.39,0.04,L0300061.bin
452,S01,L03,M13,2.22236,0.0,35.87279,-60.07711,0.0,False,60605.49142,-871.6546,-19.40644,13.02912,275.74,-0.12,1.49,60608.775285,-883.56206,-19.32131,12.82552,276.19,-0.45,-0.04,L0300061.bin
453,S01,L03,M12,2.614462,0.0,45.51687,-92.74256,0.0,False,60614.401515,-903.6518,-18.32835,12.75885,276.19,-0.27,0.88,60618.077485,-916.78575,-17.39026,13.06075,276.06,-0.11,1.01,L0300062.bin
454,S01,L03,M14,1.850285,0.0,15.38097,-89.30928,0.0,False,60615.49144,-907.53012,-18.14734,12.8899,276.08,-0.24,0.8,60618.40323,-917.98054,-17.36976,13.0231,276.04,-0.16,0.91,L0300062.bin
455,S01,L03,M13,2.272205,0.0,37.53822,-61.79838,0.0,False,60624.40155,-939.53619,-16.25162,12.85254,275.41,-0.33,1.94,60627.73526,-951.50008,-16.06024,13.03552,274.92,0.19,0.6,L0300063.bin
456,S01,L03,M11,2.246516,0.0,36.15596,-115.36137,0.0,False,60625.49168,-943.49366,-16.19549,12.82321,275.09,-0.43,1.65,60628.799705,-955.40458,-15.85176,12.97815,274.75,0.05,0.7,L0300063.bin
457,S01,L03,M14,1.877575,0.0,18.04054,-89.0519,0.0,False,60634.40162,-975.51848,-15.36199,12.98016,273.64,-0.73,1.43,60637.3407,-986.13039,-15.17508,13.09816,272.7,-0.01,1.5,L0300064.bin
458,S01,L03,M12,2.689042,0.0,47.02283,-92.4801,0.0,False,60635.49165,-979.3959,-15.22692,13.04754,273.3,-0.55,1.64,60639.2422,-993.07918,-15.26781,12.90414,272.43,0.39,0.93,L0300064.bin
459,S01,L03,M11,2.297516,0.0,37.81348,-113.7419,0.0,False,60644.401675,-1011.58303,-15.51038,12.92673,270.95,-0.19,1.22,60647.7607,-1023.81098,-15.94738,12.88743,270.32,-0.64,1.46,L0300065.bin
460,S01,L03,M13,2.329715,0.0,39.30468,-63.63562,0.0,False,60645.49171,-1015.46538,-15.69973,12.83779,270.88,-0.28,0.95,60648.88293,-1027.89779,-15.88661,13.10993,269.74,-0.3,2.32,L0300065.bin
461,S01,L03,M12,2.757812,0.0,48.33055,-92.44899,0.0,False,60654.40171,-1047.99632,-17.36315,12.84711,269.42,-0.25,1.02,60658.22103,-1061.56209,-18.55497,12.87396,269.85,0.3,0.69,L0300066.bin
462,S01,L03,M14,1.912705,0.0,20.93547,-89.41223,0.0,False,60655.49174,-1051.92889,-17.33005,12.91645,269.28,-0.44,2.14,60658.46595,-1062.44909,-18.67758,12.87992,269.92,0.3,0.51,L0300066.bin
463,S01,L03,M13,2.382575,0.0,40.79055,-65.32503,0.0,False,60664.401815,-1083.92717,-20.06623,13.08598,270.82,-0.23,0.58,60667.845895,-1096.26404,-20.6207,13.06397,271.46,0.47,0.85,L0300067.bin
464,S01,L03,M11,2.359101,0.0,39.66071,-112.39794,0.0,False,60665.491835,-1087.91225,-20.2335,13.0545,270.98,-0.22,0.6,60668.912445,-1100.1026,-20.91072,13.00849,271.73,0.43,0.68,L0300067.bin
465,S01,L03,M14,1.94826,0.0,23.41568,-89.91201,0.0,False,60674.40187,-1119.81292,-21.70873,12.98299,272.04,-0.37,1.33,60677.411635,-1130.65737,-22.2749,13.05404,272.51,0.07,0.74,L0300068.bin
466,S01,L03,M12,2.835942,0.0,49.69324,-92.49551,0.0,False,60675.4919,-1123.68802,-21.91034,13.0327,272.26,-0.07,1.22,60679.38935,-1137.75795,-22.50745,12.97293,272.82,0.0,0.61,L0300068.bin
467,S01,L03,M11,2.415836,0.0,41.22564,-111.28458,0.0,False,60684.4019,-1155.65326,-23.14446,12.9497,273.64,-0.19,0.47,60687.879245,-1168.1462,-22.99301,12.98148,273.73,0.24,1.39,L0300069.bin
468,S01,L03,M13,2.44442,0.0,42.40823,-66.91613,0.0,False,60685.49193,-1159.62177,-22.93631,13.02114,273.59,-0.32,1.29,60688.997855,-1172.23684,-23.33249,12.93784,273.95,0.3,0.44,L0300069.bin
469,S01,L03,M12,2.906737,0.0,50.85927,-92.44771,0.0,False,60694.40203,-1191.47889,-23.46231,12.74888,274.82,-0.34,0.65,60698.370275,-1205.70578,-23.16639,12.96103,275.11,0.24,1.11,L0300070.bin
470,S01,L03,M14,1.99191,0.0,26.07446,-90.06824,0.0,False,60695.491955,-1195.37616,-23.38515,12.89142,274.95,-0.2,0.81,60698.54537,-1206.33419,-23.18508,12.95598,275.15,0.27,1.03,L0300070.bin
471,S01,L03,M13,2.502765,0.0,43.82443,-68.09014,0.0,False,60704.402055,-1227.18479,-22.97013,12.84699,276.07,-0.14,0.75,60707.966325,-1239.98125,-22.45789,12.82767,276.39,-0.21,1.12,L0300071.bin
472,S01,L03,M11,2.480256,0.0,42.86348,-110.03156,0.0,False,60705.492085,-1231.02818,-22.92987,13.00457,276.27,0.25,0.61,60709.03385,-1243.68609,-22.30389,12.85489,276.59,0.05,1.09,L0300071.bin
473,S01,L03,M14,2.03432,0.0,28.34889,-89.92505,0.0,False,60714.402115,-1262.84216,-21.65399,12.93835,277.36,-0.33,0.84,60717.49794,-1273.7282,-21.1488,12.87624,277.85,0.34,0.5,L0300072.bin
474,S01,L03,M12,2.986342,0.0,52.07451,-92.27393,0.0,False,60715.492145,-1266.65607,-21.3489,12.98035,277.4,-0.11,1.16,60719.539995,-1281.14779,-20.66563,12.76474,278.09,-0.61,0.71,L0300072.bin
475,S01,L03,M11,2.538491,0.0,44.25203,-108.90478,0.0,False,60724.40221,-1298.30972,-19.7738,12.70149,278.74,-0.01,0.2,60728.00221,-1310.80058,-18.53302,12.97,278.26,-0.13,1.09,L0300073.bin
476,S01,L03,M13,2.570755,0.0,45.35819,-69.12797,0.0,False,60725.492135,-1302.13902,-19.48151,12.70933,278.74,-0.23,0.45,60729.124395,-1314.8032,-18.41441,12.8062,277.98,-0.18,0.43,L0300073.bin
477,S01,L03,M12,3.058242,0.0,53.10478,-92.04601,0.0,False,60734.402195,-1333.41396,-16.74893,12.91419,275.83,0.09,2.05,60738.521945,-1347.86309,-16.57751,12.87435,273.48,-0.21,1.2,L0300074.bin
478,S01,L03,M14,2.08465,0.0,30.7527,-89.58281,0.0,False,60735.492225,-1337.23214,-16.78278,12.78949,275.39,0.06,1.49,60738.63838,-1348.26605,-16.5481,12.88344,273.43,-0.19,1.24,L0300074.bin
479,S01,L03,M13,2.63258,0.0,46.65104,-69.97817,0.0,False,60744.402295,-1368.72979,-16.7804,12.9557,270.77,0.12,1.2,60748.09638,-1381.90073,-17.19089,12.89616,269.26,-0.23,1.5,L0300075.bin
480,S01,L03,M11,2.606091,0.0,45.71365,-107.79692,0.0,False,60745.492325,-1372.60472,-16.7628,13.01973,270.3,0.1,1.58,60749.159925,-1385.63423,-17.57849,12.80918,268.9,-0.07,1.01,L0300075.bin
481,S01,L04,M11,2.288556,0.0,37.94712,-61.50797,0.0,False,61115.396545,-977.44453,913.85984,12.69732,126.62,-0.69,-0.24,61118.74661,-967.83356,906.5136,12.84016,128.11,0.55,-0.57,L0400001.bin
482,S01,L04,M13,2.899625,0.0,51.66605,-33.7748,0.0,False,61116.486575,-974.28048,911.50111,12.58703,127.24,-0.33,-0.3,61120.447705,-962.71773,902.61674,12.86361,128.45,-0.34,-0.95,L0400001.bin
483,S01,L04,M12,2.871802,0.0,50.60846,-59.59564,0.0,False,61125.396645,-948.95136,890.72043,12.58495,129.0,-0.61,0.71,61129.329955,-937.60478,881.59593,12.70591,128.97,-0.23,0.02,L0400002.bin
484,S01,L04,M14,2.22407,0.0,36.61383,-24.12034,0.0,False,61126.48657,-945.88318,888.3298,12.76664,128.97,-0.13,0.32,61129.772145,-936.34421,880.52552,12.68232,129.07,-0.33,-0.03,L0400002.bin
485,S01,L04,M13,2.82938,0.0,50.54585,-33.08399,0.0,False,61135.39663,-920.74828,866.99748,12.79143,130.33,0.08,0.63,61139.287515,-909.55552,857.56072,12.63225,131.68,-0.53,-0.24,L0400003.bin
486,S01,L04,M11,2.226731,0.0,35.89198,-62.37818,0.0,False,61136.48666,-917.72124,864.45994,13.0759,130.58,0.66,0.67,61139.7749,-908.28989,856.38752,12.70586,131.82,-0.24,-0.13,L0400003.bin
487,S01,L04,M14,2.173845,0.0,34.83204,-22.3248,0.0,False,61145.39667,-893.14817,842.23453,13.09448,134.28,0.56,0.2,61148.63202,-884.38439,833.62042,12.71728,135.59,-0.43,-0.21,L0400004.bin
488,S01,L04,M12,2.792507,0.0,49.2686,-60.11934,0.0,False,61146.4867,-890.02473,839.31511,12.93973,134.74,-0.14,-0.04,61150.340715,-879.86159,829.17734,12.91891,136.04,0.21,-0.32,L0400004.bin
489,S01,L04,M11,2.174671,0.0,33.97977,-63.62965,0.0,False,61155.396715,-866.87982,815.29635,12.83336,137.81,-0.33,-0.39,61158.632895,-858.85206,806.15279,12.8986,138.01,-0.18,-0.18,L0400005.bin
490,S01,L04,M13,2.750105,0.0,49.19338,-32.43547,0.0,False,61156.48675,-864.10075,812.43729,12.88823,138.03,0.16,-0.71,61160.29836,-854.85816,801.54628,13.12794,137.65,0.08,-0.14,L0400005.bin
491,S01,L04,M12,2.724517,0.0,48.03542,-60.93017,0.0,False,61165.396765,-842.35143,787.10556,13.16056,136.12,0.85,0.78,61169.18279,-832.79727,776.67879,13.04328,134.9,0.23,0.44,L0400006.bin
492,S01,L04,M14,2.118845,0.0,32.65386,-20.4971,0.0,False,61166.4869,-839.4664,783.78987,12.89595,135.78,-0.38,1.01,61169.66725,-831.49638,775.40668,13.12284,134.75,0.3,0.26,L0400006.bin
493,S01,L04,M13,2.679665,0.0,47.8874,-31.98251,0.0,False,61175.39689,-816.54001,759.58827,12.95696,133.4,-0.22,0.32,61179.13806,-806.97234,749.52627,13.06014,132.67,0.66,0.81,L0400007.bin
494,S01,L04,M11,2.120981,0.0,31.80214,-65.60025,0.0,False,61176.48713,-813.56926,756.5568,12.60211,133.1,-0.78,0.28,61179.66962,-805.48279,748.08385,13.06589,132.63,0.47,0.73,L0400007.bin
495,S01,L04,M14,2.072975,0.0,30.66005,-18.45488,0.0,False,61185.396925,-790.06355,732.66645,12.64689,131.42,-0.21,0.72,61188.531405,-781.51713,724.67488,13.16122,130.91,0.48,0.2,L0400008.bin
496,S01,L04,M12,2.648922,0.0,46.58362,-61.85147,0.0,False,61186.486955,-787.05261,729.78875,12.58583,131.3,-0.31,0.54,61190.197385,-776.83734,719.95296,12.83265,130.62,-0.58,0.73,L0400008.bin
497,S01,L04,M11,2.074456,0.0,29.71255,-67.40047,0.0,False,61195.397025,-762.31835,706.57784,12.82439,129.55,-0.39,0.29,61198.53299,-753.46528,698.5744,12.72175,128.71,-0.37,0.67,L0400009.bin
498,S01,L04,M13,2.60297,0.0,46.36648,-31.22165,0.0,False,61196.487055,-759.52368,703.7468,12.88388,129.2,0.09,0.93,61200.15153,-748.84074,694.49581,12.57226,128.6,-0.5,0.26,L0400009.bin
499,S01,L04,M12,2.581392,0.0,45.16304,-62.58488,0.0,False,61205.39707,-733.81009,681.34185,12.82336,127.4,-0.38,0.71,61209.03997,-723.37036,672.24974,12.66592,127.55,-0.31,1.16,L0400010.bin
500,S01,L04,M14,2.027235,0.0,28.4332,-15.36324,0.0,False,61206.4871,-730.7352,678.82003,13.00164,127.42,0.29,0.48,61209.57584,-721.90637,670.86058,12.62176,127.51,-0.35,1.45,L0400010.bin
501,S01,L04,M13,2.53786,0.0,44.95352,-30.2699,0.0,False,61215.397145,-705.0479,657.02432,12.97856,128.68,-0.13,0.67,61218.99651,-694.84969,648.50994,13.02984,129.55,0.34,-0.16,L0400011.bin
502,S01,L04,M11,2.026066,0.0,27.25436,-69.45692,0.0,False,61216.48717,-701.89934,654.24121,12.80109,129.08,-0.79,0.73,61219.574745,-693.17895,647.10025,13.05675,129.65,0.32,-0.24,L0400011.bin
503,S01,L04,M14,1.991315,0.0,26.50758,-11.97613,0.0,False,61225.397145,-677.02222,632.71609,12.70001,130.95,-0.05,-0.27,61228.449965,-668.84756,624.79918,12.90862,131.38,-0.42,0.65,L0400012.bin
504,S01,L04,M12,2.509447,0.0,43.52235,-63.38113,0.0,False,61226.487175,-674.1783,630.08343,12.982,131.16,0.59,-0.22,61230.05813,-664.50463,620.90923,12.88934,131.73,-0.33,0.35,L0400012.bin
505,S01,L04,M11,1.987861,0.0,25.07145,-71.79315,0.0,False,61235.39717,-650.32762,607.26294,12.76079,132.68,-0.34,0.61,61238.44654,-642.09269,599.79875,12.89793,133.32,0.02,-0.38,L0400013.bin
506,S01,L04,M13,2.46791,0.0,43.3366,-29.21249,0.0,False,61236.487205,-647.33412,604.72816,12.87092,132.82,-0.01,0.04,61240.01662,-638.31877,595.54001,12.90839,133.47,0.13,0.68,L0400013.bin
507,S01,L04,M12,2.449072,0.0,42.03114,-64.36217,0.0,False,61245.397365,-624.36627,581.51658,12.92875,134.59,-0.22,0.25,61248.907945,-615.43022,572.51368,12.79622,135.35,0.28,-0.02,L0400014.bin
508,S01,L04,M14,1.955025,0.0,24.31939,-7.90075,0.0,False,61246.487395,-621.46202,578.70743,12.83836,134.78,-0.66,0.08,61249.503925,-613.98825,570.85367,12.80483,135.52,0.3,0.14,L0400014.bin
509,S01,L04,M13,2.406925,0.0,41.80756,-28.38042,0.0,False,61255.39734,-599.52404,555.1117,12.72277,136.55,0.14,0.32,61258.86577,-591.06767,545.84817,13.15957,137.45,0.52,-0.17,L0400015.bin
510,S01,L04,M11,1.951596,0.0,22.7089,-75.40069,0.0,False,61256.48738,-596.75342,552.00615,12.65641,136.72,-0.26,0.51,61259.500485,-589.62177,544.15816,13.26753,137.55,0.91,-0.12,L0400015.bin
511,S01,L04,M14,1.92544,0.0,22.32747,-3.88362,0.0,False,61265.39787,-575.38273,527.8406,12.9071,138.39,-0.15,-0.04,61268.384815,-568.771,519.50778,12.86908,138.81,0.41,0.31,L0400016.bin
512,S01,L04,M12,2.386452,0.0,40.36379,-65.79023,0.0,False,61266.487485,-572.81409,524.66176,12.42902,138.51,-0.85,0.2,61269.935445,-564.90388,515.24505,13.07236,138.68,0.06,-0.17,L0400016.bin
513,S01,L04,M11,1.924516,0.0,20.72349,-79.77996,0.0,False,61275.39752,-552.53101,499.94827,12.92448,138.22,0.05,0.05,61278.383545,-545.76684,491.49663,12.76358,137.63,-0.12,0.62,L0400017.bin
514,S01,L04,M13,2.34084,0.0,39.99244,-27.57151,0.0,False,61276.48755,-549.91426,496.88765,12.84526,138.1,-0.29,-0.11,61279.889895,-542.39834,487.17119,12.72954,137.38,0.06,0.88,L0400017.bin
515,S01,L04,M12,2.334222,0.0,38.84297,-67.36502,0.0,False,61285.398255,-529.48022,472.00283,12.95226,135.41,-0.13,0.6,61288.793985,-521.41794,462.76597,12.86691,134.34,-0.25,0.71,L0400018.bin
516,S01,L04,M14,1.896455,0.0,20.10617,1.28967,0.0,False,61286.487565,-526.9479,469.00727,12.81334,134.92,-0.26,0.93,61289.445525,-519.84154,461.0034,12.88468,134.16,-0.23,0.65,L0400018.bin
517,S01,L04,M13,2.28466,0.0,38.2973,-26.72381,0.0,False,61295.397635,-505.1981,445.29207,12.89015,132.07,0.05,0.55,61298.7438,-496.78574,436.55803,12.86426,131.3,-0.32,0.61,L0400019.bin
518,S01,L04,M11,1.898606,0.0,18.59115,-85.76469,0.0,False,61296.487665,-502.43619,442.52465,12.91537,131.76,0.08,0.49,61299.44778,-495.04223,434.63327,12.75301,131.08,-0.49,0.9,L0400019.bin
519,S01,L04,M14,1.87656,0.0,18.36921,7.51861,0.0,False,61305.397675,-479.6504,419.61386,12.82373,129.54,-0.3,0.57,61308.33574,-472.04802,412.25598,12.95518,128.88,0.08,0.83,L0400020.bin
520,S01,L04,M12,2.276397,0.0,37.03935,-69.06542,0.0,False,61306.487705,-476.8885,416.9045,12.85396,129.28,0.09,0.74,61309.82561,-468.10188,408.60454,13.02006,128.79,-0.12,0.71,L0400020.bin
521,S01,L04,M11,1.878216,0.0,16.6629,-91.92848,0.0,False,61315.397765,-453.13659,395.11307,12.93021,129.25,-0.35,0.26,61318.33749,-445.4537,387.85022,12.86334,129.89,-0.04,0.4,L0400021.bin
522,S01,L04,M13,2.226265,0.0,36.37677,-25.26566,0.0,False,61316.487785,-450.30663,392.48513,12.89481,129.45,-0.14,0.14,61319.775555,-441.62975,384.52752,13.03196,130.4,0.22,0.07,L0400021.bin
523,S01,L04,M12,2.226377,0.0,35.31694,-70.56692,0.0,False,61325.39783,-426.88057,370.59439,13.09499,131.61,0.01,0.08,61328.685715,-418.39943,362.20141,12.75893,132.19,-0.24,0.32,L0400022.bin
524,S01,L04,M14,1.86069,0.0,16.84418,16.27993,0.0,False,61326.487755,-423.99873,367.81189,12.91965,131.77,-0.46,0.09,61329.40995,-416.59954,360.42744,12.89605,132.37,0.14,0.22,L0400022.bin
525,S01,L04,M13,2.176245,0.0,34.59299,-23.78552,0.0,False,61335.397895,-401.39669,345.14503,12.84323,133.18,0.2,0.56,61338.635645,-392.94112,336.88831,12.85392,133.73,-0.16,-0.09,L0400023.bin
526,S01,L04,M11,1.860806,0.0,14.76046,-100.69411,0.0,False,61336.48792,-398.50659,342.39446,12.99748,133.31,0.18,0.31,61339.410235,-391.06741,334.81738,12.8924,133.76,-0.07,0.23,L0400023.bin
527,S01,L04,M14,1.850085,0.0,15.728,25.36284,0.0,False,61345.397855,-375.9655,319.24596,12.90401,134.49,-0.5,0.18,61348.309445,-369.02227,311.53392,12.81249,134.95,0.28,0.58,L0400024.bin
