# cfgfile = ./initcfg/SAGA/SAGA.1905.meiyo_m5-initcfg.ini
,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1
1648,S02,L09,M12,2.674392,0.0,0.0,0.0,False,68632.484105,-788.65369,744.53552,12.63652,310.41,0.04,1.67,68636.220005,-799.15424,753.45442,12.66101,309.06,-0.42,1.26
1649,S02,L09,M11,2.135201,0.0,0.0,0.0,False,68641.39416,-814.20029,765.78439,12.76567,307.7,-0.0,1.8,68644.59087,-823.79135,772.99702,12.8566,308.03,0.07,1.56
1650,S02,L09,M13,2.70373,0.0,0.0,0.0,False,68642.48419,-817.37383,768.4388,12.85833,307.6,-0.02,2.36,68646.249425,-828.96056,776.52764,12.7587,308.74,-0.19,0.45
1651,S02,L09,M12,2.744257,0.0,0.0,0.0,False,68651.394185,-843.92532,788.33315,12.80095,311.49,0.1,0.74,68655.19995,-854.80067,797.24548,12.75216,315.29,-0.5,0.17
1652,S02,L09,M14,2.134995,0.0,0.0,0.0,False,68652.484215,-847.05308,790.86272,12.77245,312.62,-0.05,0.67,68655.680715,-856.17199,798.37589,12.7535,315.71,-0.52,-0.09
1653,S02,L09,M14,2.18524,0.0,0.0,0.0,False,68671.39432,-894.3232,841.68453,12.7135,324.82,0.24,-1.19,68674.641065,-900.99112,851.63426,12.75591,323.75,-0.4,0.02
1654,S02,L09,M12,2.818962,0.0,0.0,0.0,False,68672.484245,-896.78235,844.97246,12.58667,324.88,-0.12,-1.41,68676.364715,-904.45007,856.7779,12.89107,322.69,0.19,0.53
1655,S02,L09,M11,2.240256,0.0,0.0,0.0,False,68681.39438,-915.20486,871.77302,12.83824,318.6,-0.05,2.08,68684.696145,-923.34995,880.81314,12.66425,316.21,0.06,0.69
1656,S02,L09,M13,2.85268,0.0,0.0,0.0,False,68682.484515,-917.9005,874.80901,12.7602,317.81,-0.16,1.49,68686.3987,-927.28342,885.60801,12.82324,315.05,0.3,1.61
1657,S02,L09,M12,2.887367,0.0,0.0,0.0,False,68691.394475,-940.04862,898.9085,12.87489,311.79,-0.3,2.02,68695.34335,-951.18555,908.5241,12.72349,310.53,0.09,0.01
1658,S02,L09,M14,2.24402,0.0,0.0,0.0,False,68692.4845,-942.94852,901.73466,12.80384,311.21,-0.03,2.01,68695.790025,-952.4432,909.61195,12.72251,310.43,-0.05,-0.08
1659,S02,L09,M13,2.924295,0.0,0.0,0.0,False,68701.39449,-967.9442,923.41266,12.782,307.62,-0.12,1.9,68705.38029,-979.77004,932.50838,12.68354,308.02,-0.17,1.13
1660,S02,L09,M11,2.302311,0.0,0.0,0.0,False,68702.484625,-971.11504,925.94787,12.84879,307.47,-0.01,1.54,68705.848445,-981.14225,933.60825,12.7155,308.07,-0.28,1.22
1661,S02,L09,M14,2.296735,0.0,0.0,0.0,False,68711.39458,-997.5673,946.1374,12.79322,309.09,0.26,0.38,68714.75282,-1007.21683,953.82456,12.54085,312.36,-0.34,0.68
1662,S02,L09,M12,2.969412,0.0,0.0,0.0,False,68712.4846,-1000.59651,948.73263,12.77895,309.97,0.39,0.92,68716.51552,-1012.22826,957.97164,12.70938,314.04,-1.0,0.44
1663,S02,L10,M11,2.108786,0.0,0.0,0.0,False,69142.397175,-51.87085,1232.44574,12.87299,228.4,0.31,0.88,69145.56747,-58.72201,1223.93551,12.4666,230.58,-0.51,-0.38
1664,S02,L10,M13,2.933585,0.0,0.0,0.0,False,69143.4871,-54.18368,1229.51811,12.73453,229.27,0.32,0.46,69147.48219,-62.90188,1219.17652,12.58255,231.68,0.05,-0.22
1665,S02,L10,M12,2.504437,0.0,0.0,0.0,False,69152.39719,-74.67545,1207.11216,12.8265,234.34,0.12,-0.09,69155.963135,-83.49989,1198.56129,12.68476,236.09,-0.11,0.06
1666,S02,L10,M14,2.49843,0.0,0.0,0.0,False,69153.48722,-77.30468,1204.33571,12.65421,234.76,0.01,-0.41,69157.047155,-86.35286,1196.11747,12.66234,236.51,-0.43,0.62
1667,S02,L10,M13,2.8878,0.0,0.0,0.0,False,69162.39718,-100.16097,1183.76556,12.93425,239.31,0.02,0.1,69166.346485,-110.81626,1174.69686,12.76128,240.56,-0.3,-0.25
1668,S02,L10,M11,2.075871,0.0,0.0,0.0,False,69163.487315,-103.03232,1181.12657,12.55192,239.75,-0.44,-0.26,69166.624695,-111.63307,1174.10319,12.75709,240.64,-0.33,-0.14
1669,S02,L10,M14,2.445045,0.0,0.0,0.0,False,69172.397355,-128.47393,1161.75419,12.64724,242.9,-0.22,0.1,69175.903905,-138.93069,1154.13674,12.68374,243.46,-0.32,-0.14
1670,S02,L10,M12,2.490862,0.0,0.0,0.0,False,69173.48728,-131.63054,1159.36586,12.57779,243.03,-0.24,0.07,69177.03965,-142.42631,1151.72185,12.60394,243.69,-0.34,-0.08
1671,S02,L10,M11,2.054006,0.0,0.0,0.0,False,69182.39737,-159.35377,1140.77672,12.55909,244.63,0.35,-0.15,69185.512885,-169.45411,1134.31441,12.52339,245.11,-0.73,0.25
1672,S02,L10,M13,2.845315,0.0,0.0,0.0,False,69183.487395,-162.81776,1138.42106,12.59976,244.97,0.08,-0.52,69187.394215,-175.55604,1130.60166,12.82276,245.04,-0.17,0.8
1673,S02,L10,M12,2.489472,0.0,0.0,0.0,False,69192.39743,-192.22593,1120.41338,12.62656,245.73,0.04,-0.01,69195.94841,-203.91643,1113.0944,12.61569,245.31,-0.12,-0.41
1674,S02,L10,M14,2.388715,0.0,0.0,0.0,False,69193.48746,-195.84648,1118.19971,12.67401,245.66,-0.01,-0.02,69196.93768,-207.33449,1111.07108,12.61237,245.05,-0.33,-0.33
1675,S02,L10,M13,2.81204,0.0,0.0,0.0,False,69202.397455,-225.97951,1100.12635,12.67064,241.65,0.22,0.03,69206.271,-238.93518,1091.94233,12.52013,238.73,-0.33,1.92
1676,S02,L10,M11,2.036506,0.0,0.0,0.0,False,69203.48769,-229.61518,1097.88259,12.64349,241.01,0.11,0.09,69206.585705,-239.90783,1091.2415,12.56486,238.56,-0.18,1.92
1677,S02,L10,M14,2.33796,0.0,0.0,0.0,False,69212.39755,-258.8886,1077.42093,12.97596,233.62,0.14,2.63,69215.797015,-269.17287,1067.96672,12.52044,231.73,-0.09,0.68
1678,S02,L10,M12,2.489222,0.0,0.0,0.0,False,69213.48758,-262.23212,1074.42425,12.72757,232.85,0.17,1.88,69217.03831,-273.0209,1064.80162,12.70357,230.93,-0.15,1.56
1679,S02,L10,M11,2.018426,0.0,0.0,0.0,False,69222.397605,-288.74442,1049.31006,12.70744,227.07,0.01,1.31,69225.47754,-297.7185,1040.1561,12.73398,225.37,-0.2,2.09
1680,S02,L10,M13,2.764795,0.0,0.0,0.0,False,69223.487635,-291.99175,1046.18653,12.77591,226.41,0.02,1.84,69227.313935,-302.61892,1034.28352,12.69091,224.39,-0.25,1.28
1681,S02,L10,M12,2.477812,0.0,0.0,0.0,False,69232.39773,-316.3156,1017.91425,12.68147,223.7,-0.15,2.16,69235.93705,-325.47492,1006.27731,12.61694,224.95,-0.4,0.99
1682,S02,L10,M14,2.273475,0.0,0.0,0.0,False,69233.48765,-319.16818,1014.51452,12.87799,224.12,0.1,2.13,69236.82263,-327.55255,1003.20362,12.49666,225.44,-0.43,-0.01
1683,S02,L10,M13,2.71468,0.0,0.0,0.0,False,69242.397735,-342.53979,985.67773,12.99397,228.51,-0.18,0.86,69246.17392,-352.81194,973.84018,12.45264,229.85,0.04,-0.49
1684,S02,L10,M11,1.996516,0.0,0.0,0.0,False,69243.487755,-345.6251,982.41857,13.07487,228.92,0.0,0.85,69246.54578,-353.81851,972.67325,12.45876,230.03,-0.01,-0.6
1685,S02,L10,M14,2.21893,0.0,0.0,0.0,False,69252.39776,-370.38647,955.22497,12.71365,232.73,-0.23,0.27,69255.678195,-379.89391,945.92588,12.89709,234.65,-0.06,-0.12
1686,S02,L10,M12,2.469947,0.0,0.0,0.0,False,69253.48779,-373.47978,952.13242,12.90057,233.44,0.02,0.13,69257.019245,-383.65066,941.97101,12.62391,235.47,-0.26,-0.86
1687,S02,L10,M11,1.986821,0.0,0.0,0.0,False,69262.397945,-399.72518,927.96208,12.68605,237.7,-0.07,0.79,69265.446275,-408.91132,920.0581,12.89115,239.12,-0.19,-0.13
1688,S02,L10,M13,2.671255,0.0,0.0,0.0,False,69263.487975,-402.86916,925.01028,12.76723,238.22,0.18,0.1,69267.220735,-414.34249,915.57551,12.63511,239.48,-0.4,0.11
1689,S02,L10,M12,2.476582,0.0,0.0,0.0,False,69272.397985,-430.16747,903.07189,12.54106,241.49,-0.33,-0.15,69275.936075,-441.1752,895.05808,12.78007,242.36,0.13,0.38
1690,S02,L10,M14,2.17026,0.0,0.0,0.0,False,69273.48791,-433.6246,900.65443,12.70242,241.71,-0.43,0.43,69276.719675,-443.62437,893.19504,12.74895,242.59,0.21,0.01
1691,S02,L10,M13,2.64622,0.0,0.0,0.0,False,69282.39806,-461.5317,880.56274,12.595,243.42,-0.33,-0.32,69286.105785,-473.52233,872.97096,12.70685,242.85,-0.61,1.1
1692,S02,L10,M11,1.988361,0.0,0.0,0.0,False,69283.48809,-464.88197,878.20998,12.65213,243.49,-0.27,-0.45,69286.53796,-474.91654,872.05324,12.66148,242.64,-0.65,1.29
1693,S02,L10,M14,2.135755,0.0,0.0,0.0,False,69292.398465,-492.96047,859.28162,12.36162,240.36,-0.55,-0.65,69295.595725,-502.73616,852.75639,13.00715,237.57,0.16,1.87
1694,S02,L10,M12,2.494502,0.0,0.0,0.0,False,69293.488075,-496.21159,856.93583,12.44722,239.24,-0.57,0.01,69297.044085,-507.45101,849.62979,12.88805,236.37,-0.44,2.76
1695,S02,L10,M11,1.994501,0.0,0.0,0.0,False,69302.39813,-522.70462,836.31961,12.64585,232.53,-0.15,0.79,69305.45414,-531.13693,828.68315,12.93405,230.66,0.1,1.07
1696,S02,L10,M13,2.62165,0.0,0.0,0.0,False,69303.488065,-525.70138,833.47577,12.59884,231.75,-0.31,0.67,69307.17122,-536.18016,824.50424,12.81415,229.7,-0.16,2.19
1697,S02,L10,M12,2.505692,0.0,0.0,0.0,False,69312.39813,-549.77367,809.88832,12.8095,226.57,-0.0,1.65,69315.96533,-558.69824,799.69289,12.87712,224.95,-0.16,0.89
1698,S02,L10,M14,2.096075,0.0,0.0,0.0,False,69313.48816,-552.48795,806.73889,12.79374,226.04,-0.1,1.33,69316.64574,-560.48526,797.77383,12.80384,224.47,-0.25,1.19
1699,S02,L10,M13,2.590225,0.0,0.0,0.0,False,69322.398195,-574.62085,780.65437,12.73913,223.43,-0.61,2.46,69326.049925,-582.56015,769.44666,12.87523,225.13,0.24,0.37
1700,S02,L10,M11,1.997551,0.0,0.0,0.0,False,69323.488225,-576.95215,777.26724,12.6269,223.8,-0.58,1.91,69326.547285,-583.76869,767.87395,12.78983,225.31,-0.12,0.3
1701,S02,L10,M14,2.059215,0.0,0.0,0.0,False,69332.39835,-597.76932,750.90768,12.86344,229.03,-0.15,0.83,69335.51907,-605.19423,741.83559,12.82717,230.82,0.03,-0.24
1702,S02,L10,M12,2.512487,0.0,0.0,0.0,False,69333.488275,-600.46917,747.73784,12.73853,229.64,-0.44,0.82,69337.06227,-609.11281,737.39051,12.7309,231.72,-0.09,-0.84
1703,S02,L10,M11,2.005451,0.0,0.0,0.0,False,69342.39838,-623.22763,723.42716,12.96319,233.98,-0.08,0.94,69345.46534,-631.21523,715.15293,12.58866,235.36,0.06,-0.41
1704,S02,L10,M13,2.56005,0.0,0.0,0.0,False,69343.48841,-626.17745,720.61127,12.85289,234.36,0.01,0.86,69347.109965,-635.71393,710.95795,12.76154,235.86,-0.15,-0.17
1705,S02,L10,M12,2.529942,0.0,0.0,0.0,False,69352.398515,-650.58299,697.94061,12.88372,237.11,-0.44,0.82,69355.989965,-660.50629,688.96575,12.57361,238.47,0.18,-0.37
1706,S02,L10,M14,2.027805,0.0,0.0,0.0,False,69353.48844,-653.64985,695.39703,12.85041,237.42,-0.04,0.91,69356.57775,-662.11457,687.45383,12.53874,238.71,0.02,-0.63
1707,S02,L10,M13,2.54535,0.0,0.0,0.0,False,69362.398525,-679.01861,674.13164,12.75151,239.96,-0.08,0.2,69366.00538,-689.54186,665.85784,12.93604,240.22,0.27,0.15
1708,S02,L10,M11,2.025231,0.0,0.0,0.0,False,69363.48845,-682.22951,671.44921,12.56673,239.99,-0.38,0.01,69366.57519,-691.26315,664.61826,12.97691,240.18,0.24,0.25
1709,S02,L10,M14,2.008245,0.0,0.0,0.0,False,69372.39855,-708.3347,651.72684,12.73107,237.34,-0.12,0.89,69375.4683,-717.34002,644.93145,12.87875,235.35,-0.09,2.08
1710,S02,L10,M12,2.559462,0.0,0.0,0.0,False,69373.48858,-711.61349,649.47456,12.84301,236.64,-0.09,1.85,69377.10955,-721.90709,640.88147,12.7966,234.34,-0.14,1.45
1711,S02,L10,M11,2.047531,0.0,0.0,0.0,False,69382.39861,-736.35898,627.6503,12.77023,231.78,0.16,0.73,69385.50765,-744.94395,619.6923,12.74759,230.6,-0.53,1.41
1712,S02,L10,M13,2.53324,0.0,0.0,0.0,False,69383.48864,-739.27008,624.76374,12.67795,231.42,0.01,0.43,69387.083385,-749.20728,615.65418,12.81064,229.71,-0.27,2.18
1713,S02,L10,M12,2.583702,0.0,0.0,0.0,False,69392.39869,-762.9785,601.00755,12.7186,228.3,-0.17,0.56,69396.0439,-772.41804,591.02274,12.82146,227.06,0.31,1.39
1714,S02,L10,M14,1.98688,0.0,0.0,0.0,False,69393.488615,-765.87236,597.9472,12.67099,227.71,-0.51,0.96,69396.537,-773.67107,589.6313,12.80239,227.08,0.47,1.36
1715,S02,L10,M13,2.518,0.0,0.0,0.0,False,69402.398805,-788.40455,572.82162,12.88644,227.83,-0.13,1.02,69405.97831,-797.22121,562.44474,12.74314,228.83,-0.02,0.03
1716,S02,L10,M11,2.072661,0.0,0.0,0.0,False,69403.488735,-790.94745,569.48804,12.70547,228.11,-0.12,0.0,69406.622905,-798.89585,560.71804,12.73785,229.17,0.11,0.34
1717,S02,L10,M14,1.96985,0.0,0.0,0.0,False,69412.39874,-813.98088,544.83832,13.0497,230.68,0.03,0.91,69415.430095,-821.57746,536.07464,12.61538,231.36,-0.18,-0.54
1718,S02,L10,M12,2.610762,0.0,0.0,0.0,False,69413.48877,-816.72923,541.68024,12.74205,230.99,-0.07,0.3,69417.16104,-826.22434,531.50261,12.72604,231.67,-0.1,0.12
1719,S02,L10,M11,2.100511,0.0,0.0,0.0,False,69422.398875,-840.46101,517.50529,12.85915,232.47,-0.36,0.89,69425.560895,-848.92297,509.1169,12.81394,232.93,0.15,0.16
1720,S02,L10,M13,2.506355,0.0,0.0,0.0,False,69423.4888,-843.38387,514.65945,12.83289,232.53,-0.21,0.95,69427.05666,-852.91242,504.94447,12.49084,233.15,-0.26,-0.36
1721,S02,L10,M12,2.642117,0.0,0.0,0.0,False,69432.398875,-867.65549,491.22229,13.01055,234.03,0.26,1.09,69436.1025,-877.82997,481.35771,12.6294,234.5,-0.24,0.04
1722,S02,L10,M14,1.95856,0.0,0.0,0.0,False,69433.488905,-870.76501,488.37228,12.89736,234.28,-0.03,0.79,69436.50897,-878.98731,480.33657,12.69316,234.54,-0.27,0.12
1723,S02,L10,M13,2.503715,0.0,0.0,0.0,False,69442.39898,-895.66765,465.45409,12.82525,235.2,-0.31,0.45,69445.9642,-905.69195,456.43545,12.69118,235.84,-0.1,0.38
1724,S02,L10,M11,2.138346,0.0,0.0,0.0,False,69443.48901,-898.6955,462.73683,12.82513,235.37,0.09,0.56,69446.688865,-907.72981,454.56058,12.68007,235.71,-0.3,0.36
1725,S02,L10,M14,1.955315,0.0,0.0,0.0,False,69452.399105,-923.92877,440.31744,12.68051,235.02,-0.09,-0.09,69455.415925,-932.65509,433.10781,12.99187,233.8,-0.01,1.11
1726,S02,L10,M12,2.683607,0.0,0.0,0.0,False,69453.48913,-927.04408,437.64023,12.81207,234.73,-0.06,0.21,69457.234245,-937.66116,428.46258,12.81166,232.91,-0.11,0.57
1727,S02,L10,M11,2.176551,0.0,0.0,0.0,False,69462.399105,-952.02991,415.41205,13.03717,230.07,0.23,1.93,69465.637165,-960.52373,406.30985,12.72202,228.45,-0.34,0.96
1728,S02,L10,M13,2.50561,0.0,0.0,0.0,False,69463.489025,-954.9853,412.45711,12.90113,229.59,0.15,1.74,69467.05614,-964.29766,402.6341,13.00547,227.86,0.11,1.31
1729,S02,L10,M12,2.719767,0.0,0.0,0.0,False,69472.399155,-977.95779,387.30233,12.90066,225.92,-0.04,0.85,69476.18043,-987.63871,376.45832,12.90152,224.57,-0.16,1.43
1730,S02,L10,M14,1.95446,0.0,0.0,0.0,False,69473.48918,-980.92771,384.4062,12.93343,225.67,0.0,1.64,69476.505145,-988.40338,375.50335,12.92549,224.52,-0.04,1.23
1731,S02,L10,M13,2.503005,0.0,0.0,0.0,False,69482.399225,-1002.73806,357.79188,12.89772,223.99,-0.09,1.3,69485.963735,-1011.21256,346.92249,12.831,224.35,-0.22,1.02
1732,S02,L10,M11,2.218921,0.0,0.0,0.0,False,69483.48925,-1005.36763,354.51052,12.82659,224.13,-0.25,1.39,69486.76968,-1013.15133,344.53408,12.90336,224.59,-0.01,0.96
1733,S02,L10,M14,1.954715,0.0,0.0,0.0,False,69492.399335,-1026.7846,327.70254,12.85552,226.57,-0.18,0.69,69495.415555,-1034.19462,318.67864,12.52544,228.43,-0.52,0.54
1734,S02,L10,M12,2.758312,0.0,0.0,0.0,False,69493.48926,-1029.41753,324.68652,12.88347,227.37,0.42,0.98,69497.30908,-1038.58053,313.13759,12.82023,229.36,-0.04,-0.09
1735,S02,L10,M11,2.260686,0.0,0.0,0.0,False,69502.399315,-1051.81753,298.91077,12.94379,231.62,0.18,-0.29,69505.72151,-1060.82099,289.98915,12.67234,233.16,-0.36,0.32
1736,S02,L10,M13,2.50535,0.0,0.0,0.0,False,69503.48934,-1054.71539,295.98005,12.97498,232.16,0.39,-0.2,69507.056195,-1064.30012,286.37856,12.62901,233.49,-0.3,0.36
1737,S02,L10,M12,2.801042,0.0,0.0,0.0,False,69512.39942,-1078.97158,272.356,12.89987,235.15,0.06,0.08,69516.26197,-1089.64553,262.34949,12.76513,235.84,-0.05,-0.04
1738,S02,L10,M14,1.96519,0.0,0.0,0.0,False,69513.489355,-1082.09526,269.56653,12.80716,235.36,-0.47,0.41,69516.51605,-1090.35793,261.67975,12.76215,235.9,-0.05,-0.08
1739,S02,L10,M13,2.518955,0.0,0.0,0.0,False,69522.399445,-1107.26741,247.23059,12.66451,237.44,0.03,-0.23,69525.979905,-1117.67643,238.40101,12.73192,238.03,-0.67,0.47
1740,S02,L10,M11,2.315546,0.0,0.0,0.0,False,69523.48947,-1110.28475,244.43707,12.63775,237.89,0.1,-0.7,69526.866525,-1120.28327,236.43613,12.9419,238.05,-0.43,0.86
1741,S02,L10,M14,1.9831,0.0,0.0,0.0,False,69532.39949,-1136.41855,223.34229,12.74644,238.26,0.17,-0.39,69535.444095,-1145.56548,216.40516,12.74192,236.98,-0.42,0.67
1742,S02,L10,M12,2.857522,0.0,0.0,0.0,False,69533.489525,-1139.77654,220.90219,12.76927,237.95,-0.05,0.31,69537.408555,-1151.15513,211.75431,12.85496,235.58,0.07,0.06
1743,S02,L10,M11,2.368631,0.0,0.0,0.0,False,69542.39958,-1165.55195,199.95254,12.82943,232.4,0.14,1.77,69545.82972,-1174.97435,191.11969,12.78713,230.15,0.03,1.44
1744,S02,L10,M13,2.541285,0.0,0.0,0.0,False,69543.48961,-1168.65309,197.07914,12.7566,231.69,-0.28,1.57,69547.0924,-1178.39062,187.79711,12.90687,229.49,0.31,1.25
1745,S02,L10,M12,2.906832,0.0,0.0,0.0,False,69552.39964,-1192.56569,173.46206,12.76366,227.05,-0.29,1.42,69556.36798,-1202.63383,162.24893,12.8395,225.4,-0.04,1.4
1746,S02,L10,M14,2.0057,0.0,0.0,0.0,False,69553.48967,-1195.30586,170.42865,12.69377,226.65,-0.1,1.36,69556.556875,-1203.10881,161.73026,12.86809,225.33,0.02,1.43
1747,S02,L10,M13,2.556045,0.0,0.0,0.0,False,69562.399745,-1217.60861,144.60434,12.8748,223.37,-0.16,1.38,69566.017295,-1226.23248,133.81676,12.9174,222.25,0.35,1.32
1748,S02,L10,M11,2.426376,0.0,0.0,0.0,False,69563.48988,-1220.41808,141.3715,12.76633,222.75,-0.67,1.93,69566.977765,-1228.57139,130.86717,12.86368,222.35,0.12,1.27
1749,S02,L10,M14,2.02581,0.0,0.0,0.0,False,69572.39986,-1240.89314,114.11116,12.90844,224.62,-0.55,0.47,69575.487175,-1247.97109,105.0653,12.85196,226.79,0.63,-0.22
1750,S02,L10,M12,2.957347,0.0,0.0,0.0,False,69573.489785,-1243.53327,110.95734,12.94713,225.14,-0.63,0.58,69577.50864,-1252.97575,98.90447,12.66489,228.28,-0.49,-0.25
1751,S02,L10,M11,2.479361,0.0,0.0,0.0,False,69582.399845,-1264.95312,85.04682,12.6734,230.69,-0.44,-1.2,69585.940715,-1274.39794,75.7997,12.87299,229.64,-0.33,0.07
1752,S02,L10,M13,2.57394,0.0,0.0,0.0,False,69583.48977,-1267.6499,82.13858,12.90576,230.64,0.06,-1.28,69587.125215,-1277.35937,72.82142,12.92107,229.09,0.15,0.12
1753,S02,L10,M12,3.006437,0.0,0.0,0.0,False,69592.39984,-1290.58112,58.75204,12.88764,223.94,0.08,1.53,69596.467785,-1300.14549,47.3319,12.96667,217.88,0.17,1.69
1754,S02,L10,M14,2.05437,0.0,0.0,0.0,False,69593.48997,-1293.32039,55.72838,12.98844,222.31,-0.14,2.1,69596.605845,-1300.45069,46.92173,12.956,217.66,0.17,1.67
1755,S02,L10,M13,2.58847,0.0,0.0,0.0,False,69602.39993,-1311.78282,29.36061,12.69827,207.54,-0.14,2.38,69606.049905,-1317.93414,17.88274,12.96476,200.45,0.19,3.6
1756,S02,L10,M11,2.535701,0.0,0.0,0.0,False,69603.489965,-1313.60597,25.91972,12.80892,205.35,-0.14,2.61,69607.087175,-1319.35048,14.42074,12.85127,198.19,-0.01,3.48
1757,S02,L10,M14,2.06985,0.0,0.0,0.0,False,69612.40005,-1324.43225,-3.44792,12.72442,186.83,-0.0,3.18,69615.531405,-1325.90659,-13.96728,12.70888,180.09,0.21,2.97
1758,S02,L10,M12,3.037947,0.0,0.0,0.0,False,69613.489975,-1325.04801,-7.20821,12.50588,184.52,-0.35,3.13,69617.58943,-1326.68163,-20.92604,12.95283,175.61,0.22,3.62
1759,S02,L10,M11,2.560311,0.0,0.0,0.0,False,69622.400075,-1325.50828,-36.79447,12.81552,165.07,0.22,2.32,69626.021895,-1323.83878,-48.5009,12.8559,157.41,-0.11,3.48
1760,S02,L10,M14,2.062245,0.0,0.0,0.0,False,69633.49013,-1315.67083,-70.56678,12.94422,142.19,0.1,3.06,69636.61388,-1310.99912,-79.18815,12.65146,137.17,-0.11,3.6
1761,S02,L10,M13,2.53094,0.0,0.0,0.0,False,69642.4002,-1300.19639,-93.37426,12.79475,132.1,0.47,2.44,69645.992645,-1292.64999,-101.78068,12.90534,130.49,0.04,1.02
1762,S02,L10,M11,2.552401,0.0,0.0,0.0,False,69643.490225,-1297.8249,-95.99514,12.83503,131.69,0.02,1.93,69647.104135,-1290.33569,-104.36887,13.01277,129.84,0.4,0.94
1763,S02,L10,M14,2.03994,0.0,0.0,0.0,False,69652.40022,-1278.64164,-117.25449,12.9321,127.71,0.71,2.17,69655.501665,-1270.9938,-124.56821,12.80288,127.29,-0.65,1.85
1764,S02,L10,M12,2.986512,0.0,0.0,0.0,False,69653.49025,-1276.01612,-119.798,13.01818,127.43,0.61,2.12,69657.53827,-1266.018,-128.97216,12.85266,127.41,0.04,1.04
1765,S02,L10,M11,2.529911,0.0,0.0,0.0,False,69662.400355,-1253.63241,-140.43246,12.76743,128.01,-0.45,0.86,69665.991775,-1244.30657,-149.1304,12.70374,128.27,-0.3,0.89
1766,S02,L10,M13,2.472195,0.0,0.0,0.0,False,69663.49028,-1250.9257,-142.95926,12.89159,128.01,-0.05,0.89,69667.02398,-1241.72006,-151.5441,12.85384,128.09,-0.1,0.96
1767,S02,L10,M12,2.940067,0.0,0.0,0.0,False,69672.400395,-1227.50228,-164.5444,12.74602,128.01,0.18,1.23,69676.40197,-1216.56138,-174.45158,12.92951,129.1,-0.04,1.31
1768,S02,L10,M14,2.011075,0.0,0.0,0.0,False,69673.490325,-1224.54939,-167.26146,12.84745,128.24,0.48,1.34,69676.562905,-1216.12503,-174.84432,12.91834,129.16,-0.02,1.31
1769,S02,L10,M13,2.41558,0.0,0.0,0.0,False,69682.40055,-1199.94094,-189.46562,12.83784,131.69,-0.05,0.13,69685.877635,-1190.57056,-198.80992,12.79823,133.09,-0.31,0.6
1770,S02,L10,M11,2.504181,0.0,0.0,0.0,False,69683.490475,-1196.93434,-192.21515,12.82787,132.03,-0.04,0.01,69687.056165,-1187.52834,-202.17029,12.71617,133.32,-0.57,1.27
1771,S02,L10,M14,1.988695,0.0,0.0,0.0,False,69692.40055,-1173.18745,-216.73008,12.78801,134.83,0.03,0.79,69695.45075,-1164.58643,-225.20845,12.89485,135.53,-0.64,-0.15
1772,S02,L10,M12,2.889397,0.0,0.0,0.0,False,69693.490475,-1170.39534,-219.68046,13.05745,135.03,0.88,0.88,69697.44138,-1159.68995,-230.94865,12.74382,136.02,-0.04,0.53
1773,S02,L10,M11,2.488326,0.0,0.0,0.0,False,69702.400615,-1146.54567,-245.53077,12.82876,137.06,-0.01,0.42,69705.95045,-1137.27362,-256.15791,12.86263,137.78,0.14,0.33
1774,S02,L10,M13,2.354405,0.0,0.0,0.0,False,69703.490645,-1143.47222,-248.68806,12.81047,137.3,-0.21,-0.09,69706.906555,-1134.90656,-259.14542,12.93703,137.86,0.18,0.64
1775,S02,L10,M12,2.849442,0.0,0.0,0.0,False,69712.40065,-1120.56054,-275.91159,12.98575,136.79,0.43,0.71,69716.3116,-1110.36171,-287.94676,12.89709,135.03,-0.17,0.54
1776,S02,L10,M14,1.97171,0.0,0.0,0.0,False,69713.490575,-1117.66732,-279.34807,12.9149,136.45,0.01,0.64,69716.52379,-1109.81169,-288.56662,12.92523,134.87,-0.11,0.56
1777,S02,L10,M13,2.30199,0.0,0.0,0.0,False,69722.40068,-1094.09681,-306.22977,12.84109,131.73,0.7,1.85,69725.764175,-1084.27229,-315.8737,12.96753,130.4,-0.27,0.67
1778,S02,L10,M11,2.476506,0.0,0.0,0.0,False,69723.490705,-1090.87161,-309.46908,12.92,131.23,0.36,1.4,69727.02872,-1080.87282,-319.53783,12.95505,130.02,0.21,1.07
1779,S02,L10,M14,1.959285,0.0,0.0,0.0,False,69732.40072,-1065.07366,-334.70993,12.81687,128.35,0.31,0.99,69735.42151,-1056.16323,-343.17954,12.86291,127.32,-0.29,1.53
1780,S02,L10,M12,2.803532,0.0,0.0,0.0,False,69733.49075,-1061.92605,-337.85959,12.90043,128.04,0.1,1.41,69737.35579,-1050.23972,-348.21459,12.81825,126.81,-0.37,0.77
1781,S02,L10,M11,2.463146,0.0,0.0,0.0,False,69742.400785,-1034.99519,-361.8448,12.81206,125.62,-0.26,1.28,69745.92544,-1024.13092,-370.81379,12.79366,124.46,0.03,1.21
1782,S02,L10,M13,2.24303,0.0,0.0,0.0,False,69743.490815,-1031.59304,-364.50555,12.97696,125.31,-0.09,0.9,69746.79535,-1021.43181,-373.10654,12.7215,124.35,-0.31,1.37
